Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College
978,2000,NBA,1,27,IND,Primoz Brezec\brezepr01,20.275,C,si,
979,2000,NBA,1,28,POR,Erick Barkley\barkler01,22.133,G,us,St. John's University
980,2000,NBA,1,29,LAL,Mark Madsen\madsema01,24.158,F,us,Stanford University
981,2000,NBA,2,30,LAC,Marko Jaric\jaricma01,21.265,G,rs,
982,2000,NBA,2,31,DAL,Dan Langhi\langhda01,22.218,F,us,Vanderbilt University
983,2000,NBA,2,32,CHI,A.J. Guyton\guytoaj01,22.142,G,us,Indiana University
984,2000,NBA,2,33,CHI,Jake Voskuhl\voskuja01,22.245,C,us,University of Connecticut
985,2000,NBA,2,34,CHI,Khalid El-Amin\elamikh01,21.07,G,us,University of Connecticut
986,2000,NBA,2,35,WAS,Mike Smith\smithmi03,24.08,F,us,University of Louisiana at Monroe
987,2000,NBA,2,36,NJN,Soumaila Samake\samakso01,22.108,C,ml,
988,2000,NBA,2,37,MIA,Eddie House\houseed01,22.051,G,us,Arizona State University
989,2000,NBA,2,38,HOU,Eduardo Najera\najered01,23.358,F,mx,University of Oklahoma
990,2000,NBA,2,39,NYK,Lavor Postell\postela01,22.128,G,us,St. John's University
991,2000,NBA,2,40,ATL,Hanno Mottola\mottoha01,23.298,C,fi,University of Utah
992,2000,NBA,2,41,SAS,Chris Carrawell,,,,Duke University
993,2000,NBA,2,42,SEA,Olumide Oyedeji\oyedeol01,19.053,C,ng,
994,2000,NBA,2,43,MIL,Michael Redd\reddmi01,20.314,G,us,Ohio State University
995,2000,NBA,2,44,DET,Brian Cardinal\cardibr01,23.063,F,us,Purdue University
996,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,Louisiana State University
997,2000,NBA,2,46,TOR,DeeAndre Hulett,,,,College of the Sequoias
998,2000,NBA,2,47,SEA,Josip Sesar,,,,
999,2000,NBA,2,48,PHI,Mark Karcher,,,,Temple University
1000,2000,NBA,2,49,MIL,Jason Hart\hartja01,22.066,G,us,Syracuse University
1001,2000,NBA,2,50,UTA,Kaniel Dickens\dickeka01,21.348,F,us,University of Idaho
1002,2000,NBA,2,51,MIN,Igor Rakocevic\rakocig01,22.097,G,rs,
1003,2000,NBA,2,52,MIA,Ernest Brown\browner01,21.048,C,us,Indian Hills Community College
1004,2000,NBA,2,53,DEN,Dan McClintock\mcclida01,23.076,C,us,Northern Arizona University
1005,2000,NBA,2,54,SAS,Cory Hightower,,,,Indian Hills Community College
1006,2000,NBA,2,55,GSW,Chris Porter\portech01,22.056,F,us,Auburn University
1007,2000,NBA,2,56,IND,Jaquay Walls,,,,University of Colorado
1008,2000,NBA,2,57,ATL,Scoonie Penn,,,,Ohio State University
1009,2000,NBA,2,58,DAL,Pete Mickeal,,,,University of Cincinnati
1010,1999,NBA,1,1,CHI,Elton Brand\brandel01,20.116,F,us,Duke University
1011,1999,NBA,1,2,VAN,Steve Francis\francst01,22.134,G,us,University of Maryland
1012,1999,NBA,1,3,CHH,Baron Davis\davisba01,20.083,G,us,University of California Los Angeles
1013,1999,NBA,1,4,LAC,Lamar Odom\odomla01,19.241,F,us,University of Rhode Island
1014,1999,NBA,1,5,TOR,Jonathan Bender\bendejo01,18.155,F,us,
1015,1999,NBA,1,6,MIN,Wally Szczerbiak\szczewa02,22.122,F,es,Miami University
1016,1999,NBA,1,7,WAS,Richard Hamilton\hamilri01,21.141,G-F,us,University of Connecticut
1017,1999,NBA,1,8,CLE,Andre Miller\millean02,23.108,G,us,University of Utah
1018,1999,NBA,1,9,PHO,Shawn Marion\mariosh01,21.059,F,us,University of Nevada Las Vegas
1019,1999,NBA,1,10,ATL,Jason Terry\terryja01,21.293,G,us,University of Arizona
1020,1999,NBA,1,11,CLE,Trajan Langdon\langdtr01,23.053,G,us,Duke University
1021,1999,NBA,1,12,TOR,Aleksandar Radojevic\radojal01,22.331,C,me,Barton County Community College
1022,1999,NBA,1,13,SEA,Corey Maggette\maggeco01,19.235,F,us,Duke University
1023,1999,NBA,1,14,MIN,William Avery\averywi01,19.331,G,us,Duke University
1024,1999,NBA,1,15,NYK,Frederic Weis,,,,
1025,1999,NBA,1,16,CHI,Metta World Peace\artesro01,19.234,F,us,St. John's University
1026,1999,NBA,1,17,ATL,Cal Bowdler\bowdlca01,22.096,F,us,Old Dominion University
1027,1999,NBA,1,18,DEN,James Posey\poseyja01,22.173,F-G,us,Xavier University
1028,1999,NBA,1,19,UTA,Quincy Lewis\lewisqu01,22.009,F,us,University of Minnesota
1029,1999,NBA,1,20,ATL,Dion Glover\glovedi01,20.256,G,us,Georgia Institute of Technology
1030,1999,NBA,1,21,GSW,Jeff Foster\fosteje01,22.17,F-C,us,Texas State University
1031,1999,NBA,1,22,HOU,Kenny Thomas\thomake01,21.345,F,us,University of New Mexico
1032,1999,NBA,1,23,LAL,Devean George\georgde01,21.31,G-F,us,Augsburg College
1033,1999,NBA,1,24,UTA,Andrei Kirilenko\kirilan01,18.136,F,ru,
1034,1999,NBA,1,25,MIA,Tim James\jamesti01,22.191,F,us,University of Miami
1035,1999,NBA,1,26,IND,Vonteego Cummings\cummivo01,23.127,G,us,University of Pittsburgh
1036,1999,NBA,1,27,ATL,Jumaine Jones\jonesju01,20.145,F,us,University of Georgia
1037,1999,NBA,1,28,UTA,Scott Padgett\padgesc01,23.077,F,us,University of Kentucky
1038,1999,NBA,1,29,SAS,Leon Smith\smithle01,18.244,C,us,
1039,1999,NBA,2,30,LAL,John Celestand\celesjo01,22.121,G,us,Villanova University
1040,1999,NBA,2,31,LAC,Rico Hill,,,,Illinois State University
1041,1999,NBA,2,32,CHI,Michael Ruffin\ruffimi01,22.165,F,us,University of Tulsa
1042,1999,NBA,2,33,DEN,Chris Herren\herrech01,23.282,G,us,California State University Fresno
1043,1999,NBA,2,34,NJN,Evan Eschmeyer\eschmev01,24.037,C,us,Northwestern University
1044,1999,NBA,2,35,WAS,Calvin Booth\boothca01,23.059,C,us,Pennsylvania State University
1045,1999,NBA,2,36,DAL,Wang Zhizhi\zhizhwa01,21.362,C,cn,
1046,1999,NBA,2,37,VAN,Obinna Ekezie\ekeziob01,23.318,F-C,ng,University of Maryland
1047,1999,NBA,2,38,ORL,Laron Profit\profila01,21.334,G-F,us,University of Maryland
1048,1999,NBA,2,39,CLE,A.J. Bramlett\bramlaj01,22.176,C,us,University of Arizona
1049,1999,NBA,2,40,DAL,Gordan Giricek\giricgo01,22.015,G-F,hr,
1050,1999,NBA,2,41,DEN,Francisco Elson\elsonfr01,23.128,C,nl,University of California
1051,1999,NBA,2,42,MIN,Louis Bullock,,,,University of Michigan
1052,1999,NBA,2,43,CHH,Lee Nailon\nailole01,24.134,F,us,Texas Christian University
1053,1999,NBA,2,44,HOU,Tyrone Washington,,,,Mississippi State University
1054,1999,NBA,2,45,SAC,Ryan Robertson\roberry01,22.276,G,us,University of Kansas
1055,1999,NBA,2,46,NYK,J.R. Koch,,,,University of Iowa
1056,1999,NBA,2,47,PHI,Todd MacCulloch\maccuto01,23.16,C,ca,University of Washington
1057,1999,NBA,2,48,MIL,Galen Young,,,,University of North Carolina at Charlotte
1058,1999,NBA,2,49,CHI,Lari Ketner\ketnela01,22.154,F-C,us,University of Massachusetts Amherst
1059,1999,NBA,2,50,HOU,Venson Hamilton\hamilve01,21.328,C,us,University of Nebraska
1060,1999,NBA,2,51,VAN,Antwain Smith,,,,Saint Paul's College
1061,1999,NBA,2,52,POR,Roberto Bergersen,,,,Boise State University
1062,1999,NBA,2,53,MIA,Rodney Buford\buforro01,21.245,G-F,us,Creighton University
1063,1999,NBA,2,54,DET,Melvin Levett,,,,University of Cincinnati
1064,1999,NBA,2,55,BOS,Kris Clack,,,,University of Texas at Austin
1065,1999,NBA,2,56,GSW,Tim Young\youngti01,23.15,C,us,Stanford University
1066,1999,NBA,2,57,SAS,Manu Ginobili\ginobma01,21.342,G,ar,
1067,1999,NBA,2,58,UTA,Eddie Lucas,,,,Virginia Polytechnic Institute and State University
1068,1998,NBA,1,1,LAC,Michael Olowokandi\olowomi01,23.088,C,ng,University of the Pacific
1069,1998,NBA,1,2,VAN,Mike Bibby\bibbymi01,20.047,G,us,University of Arizona
1070,1998,NBA,1,3,DEN,Raef LaFrentz\lafrera01,22.031,F-C,us,University of Kansas
1071,1998,NBA,1,4,TOR,Antawn Jamison\jamisan01,22.017,F,us,University of North Carolina
1072,1998,NBA,1,5,GSW,Vince Carter\cartevi01,21.154,G-F,us,University of North Carolina
1073,1998,NBA,1,6,DAL,Robert Traylor\traylro01,21.148,F,us,University of Michigan
1074,1998,NBA,1,7,SAC,Jason Williams\willija02,22.224,G,us,University of Florida
1075,1998,NBA,1,8,PHI,Larry Hughes\hughela01,19.157,G,us,Saint Louis University
1076,1998,NBA,1,9,MIL,Dirk Nowitzki\nowitdi01,20.01,F,de,
1077,1998,NBA,1,10,BOS,Paul Pierce\piercpa01,20.259,F-G,us,University of Kansas
1078,1998,NBA,1,11,DET,Bonzi Wells\wellsbo01,21.274,G-F,us,Ball State University
1079,1998,NBA,1,12,ORL,Michael Doleac\doleami01,21.014,C,us,University of Utah
1080,1998,NBA,1,13,ORL,Keon Clark\clarkke01,23.075,F-C,us,University of Nevada Las Vegas
1081,1998,NBA,1,14,HOU,Michael Dickerson\dickemi01,23.005,G-F,us,University of Arizona
1082,1998,NBA,1,15,ORL,Matt Harpring\harprma01,22.029,F,us,Georgia Institute of Technology
1083,1998,NBA,1,16,HOU,Bryce Drew\drewbr01,23.282,G,us,Valparaiso University
1084,1998,NBA,1,17,MIN,Rasho Nesterovic\nestera01,22.03,C,si,
1085,1998,NBA,1,18,HOU,Mirsad Turkcan\turkcmi01,22.022,F,rs,
1086,1998,NBA,1,19,MIL,Pat Garrity\garripa01,21.31,F,us,University of Notre Dame
1087,1998,NBA,1,20,ATL,Roshown McLeod\mcleoro01,22.225,F,us,Duke University
1088,1998,NBA,1,21,CHH,Ricky Davis\davisri01,18.279,G,us,University of Iowa
1089,1998,NBA,1,22,LAC,Brian Skinner\skinnbr01,22.041,F,us,Baylor University
1090,1998,NBA,1,23,DEN,Tyronn Lue\luety01,21.057,G,us,University of Nebraska
1091,1998,NBA,1,24,SAS,Felipe Lopez\lopezfe01,23.193,G,do,St. John's University
1092,1998,NBA,1,25,IND,Al Harrington\harrial01,18.132,F,us,
1093,1998,NBA,1,26,LAL,Sam Jacobson\jacobsa01,22.343,G-F,us,University of Minnesota
1094,1998,NBA,1,27,SEA,Vladimir Stepania\stepavl01,22.052,C,ge,
1095,1998,NBA,1,28,CHI,Corey Benjamin\benjaco01,20.125,G,us,Oregon State University
1096,1998,NBA,1,29,UTA,Nazr Mohammed\mohamna01,20.297,C,us,University of Kentucky
1097,1998,NBA,2,30,DAL,Ansu Sesay\sesayan01,21.335,F,us,University of Mississippi
1098,1998,NBA,2,31,LAL,Ruben Patterson\patteru01,22.334,F,us,University of Cincinnati
1099,1998,NBA,2,32,SEA,Rashard Lewis\lewisra02,18.325,F,us,
1100,1998,NBA,2,33,SEA,Jelani McCoy\mccoyje01,20.205,C,us,University of California Los Angeles
1101,1998,NBA,2,34,CHI,Shammond Williams\willish01,23.086,G,us,University of North Carolina
1102,1998,NBA,2,35,DAL,Bruno Sundov\sundobr01,18.139,C,hr,
1103,1998,NBA,2,36,SAC,Jerome James\jamesje01,22.225,C,us,Florida Agricultural and Mechanical University
1104,1998,NBA,2,37,PHI,Casey Shaw\shawca01,22.345,C,us,University of Toledo
1105,1998,NBA,2,38,NYK,DeMarco Johnson\johnsde02,22.267,F,us,University of North Carolina at Charlotte
1106,1998,NBA,2,39,MIL,Rafer Alston\alstora01,21.34,G,us,California State University Fresno
1107,1998,NBA,2,40,DET,Korleone Young\youngko01,19.18,F,us,
1108,1998,NBA,2,41,HOU,Cuttino Mobley\moblecu01,22.302,G,us,University of Rhode Island
1109,1998,NBA,2,42,ORL,Miles Simon\simonmi01,22.221,G,se,University of Arizona
1110,1998,NBA,2,43,WAS,Jahidi White\whiteja01,22.131,F-C,us,Georgetown University
1111,1998,NBA,2,44,NYK,Sean Marks\marksse01,22.311,F-C,nz,University of California
1112,1998,NBA,2,45,LAL,Toby Bailey\baileto01,22.223,G,us,University of California Los Angeles
1113,1998,NBA,2,46,MIN,Andrae Patterson\pattean01,22.23,F,us,Indiana University
1114,1998,NBA,2,47,TOR,Tyson Wheeler\wheelty01,22.265,G,us,University of Rhode Island
1115,1998,NBA,2,48,CLE,Ryan Stack\stackry01,22.341,F,us,University of South Carolina
1116,1998,NBA,2,49,ATL,Cory Carr\carrco01,22.207,G,us,Texas Tech University
1117,1998,NBA,2,50,CHH,Andrew Betts,,,,California State University Long Beach
1118,1998,NBA,2,51,MIA,Corey Brewer,,,,University of Oklahoma
1119,1998,NBA,2,52,SAS,Derrick Dial\dialde01,22.192,G,us,Eastern Michigan University
1120,1998,NBA,2,53,DAL,Greg Buckner\buckngr01,21.286,G,us,Clemson University
1121,1998,NBA,2,54,DEN,Tremaine Fowlkes\fowlktr01,22.079,F,us,California State University Fresno
1122,1998,NBA,2,55,DEN,Ryan Bowen\bowenry01,22.222,F,us,University of Iowa
1123,1998,NBA,2,56,VAN,J.R. Henderson\hendejr01,21.242,F,us,University of California Los Angeles
1124,1998,NBA,2,57,UTA,Torraye Braggs\braggto01,22.045,F,us,Xavier University
1125,1998,NBA,2,58,CHI,Maceo Baston\bastoma01,23.032,F,us,University of Michigan
